Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	CY062402	No	4	1701	H1N1	09/12/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10790/2009(H1N1)	
HA	CY062403	No	4	1701	H1N1	09/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N10974/2009(H1N1)	
HA	CY062405	No	4	1701	H1N1	10/16/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N11215/2009(H1N1)	
HA	CY062406	No	4	1701	H1N1	10/16/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N11216/2009(H1N1)	
HA	CY062407	No	4	1701	H1N1	10/14/2009	IRD:Human	Afghanistan	-N/A-	-N/A-	A/Afghanistan/N11219/2009(H1N1)	
HA	KY328765	No	4	1701	H1N1	04/09/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Ahvaz/106899/2015	
HA	GU014772	No	4	1701	H1N1	06/15/2009	IRD:Human	Japan	-N/A-	08-09	A/Aichi/198/2009(H1N1)	
HA	GU014774	Yes	4	1701	H1N1	06/16/2009	IRD:Human	Japan	-N/A-	08-09	A/Aichi/202/2009(H1N1)	
HA	GQ365410	Yes	4	1701	H1N1	06/11/2009	IRD:Human	Japan	-N/A-	08-09	A/Akita/1/2009(H1N1)	
HA	KC781903	Yes	4	1701	H1N1	01/04/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/01/2010	
HA	KC780620	Yes	4	1701	H1N1	01/04/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/01/2010	
HA	KC891323	No	4	1701	H1N1	01/06/2012	IRD:Human	USA	Alabama	11-12	A/Alabama/01/2012	
HA	KT274668	No	4	1701	H1N1	01/02/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/01/2014	
HA	KX005849	Yes	4	1752	H1N1	01/11/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/01/2016	
HA	KY044687	Yes	4	1752	H1N1	01/11/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/01/2016	
HA	GQ894929	Yes	4	1701	H1N1	04/27/2009	IRD:Human	USA	Alabama	08-09	A/Alabama/02/2009(H1N1)	
HA	KC780353	No	4	1701	H1N1	01/23/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/02/2010	
HA	KC882232	No	4	1701	H1N1	01/04/2011	IRD:Human	USA	Alabama	10-11	A/Alabama/02/2011	
HA	KM409214	No	4	1701	H1N1	01/14/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/02/2014	
HA	KC781169	Yes	4	1701	H1N1	03/01/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/03/2010	
HA	KM409259	No	4	1701	H1N1	03/05/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/03/2014	
HA	KC781129	No	4	1701	H1N1	11/02/2009	IRD:Human	USA	Alabama	09-10	A/Alabama/04/2009	
HA	KC781175	No	4	1701	H1N1	03/15/2010	IRD:Human	USA	Alabama	09-10	A/Alabama/04/2010	
HA	KF647918	No	4	1701	H1N1	02/25/2013	IRD:Human	USA	Alabama	12-13	A/Alabama/04/2013	
HA	CY220911	Yes	4	1752	H1N1	01/30/2017	IRD:Human	USA	Alabama	16-17	A/Alabama/05/2017	
HA	KC781192	No	4	1701	H1N1	07/19/2010	IRD:Human	USA	Alabama	-N/A-	A/Alabama/06/2010	
HA	KC891425	No	4	1701	H1N1	03/19/2012	IRD:Human	USA	Alabama	11-12	A/Alabama/06/2012	
HA	KX409707	Yes	4	1752	H1N1	03/10/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/07/2016	
HA	KC780614	No	4	1701	H1N1	12/04/2009	IRD:Human	USA	Alabama	09-10	A/Alabama/08/2009	
HA	KT274236	No	4	1701	H1N1	10/05/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/08/2013	
HA	KX409715	Yes	4	1752	H1N1	03/07/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/08/2016	
HA	KX411299	Yes	4	1752	H1N1	04/05/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/10/2016	
HA	KX411307	Yes	4	1752	H1N1	04/05/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/11/2016	
HA	KX411859	Yes	4	1752	H1N1	05/09/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/12/2016	
HA	KU589370	Yes	4	1752	H1N1	12/02/2015	IRD:Human	USA	Alabama	15-16	A/Alabama/13/2015	
HA	KC881637	No	4	1701	H1N1	12/28/2010	IRD:Human	USA	Alabama	10-11	A/Alabama/14/2010	
HA	KT274563	No	4	1701	H1N1	12/01/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/16/2013	
HA	CY256517	Yes	4	1752	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	
HA	CY258508	Yes	4	1752	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	
HA	CY258500	Yes	4	1752	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	
HA	CY256509	Yes	4	1752	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	
HA	CY147209	No	4	1701	H1N1	04/19/2013	IRD:Human	USA	Alabama	12-13	A/Alabama/3317/2013	
HA	CY163472	No	4	1701	H1N1	11/05/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/3484/2013	
HA	CY187192	No	4	1701	H1N1	12/17/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/3524/2013	
HA	CY187193	No	4	1701	H1N1	12/17/2013	IRD:Human	USA	Alabama	13-14	A/Alabama/3525/2013	
HA	CY187634	No	4	1701	H1N1	02/06/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/3716/2014	
HA	CY187635	No	4	1701	H1N1	02/27/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/3717/2014	
HA	CY187636	No	4	1701	H1N1	03/19/2014	IRD:Human	USA	Alabama	13-14	A/Alabama/3718/2014	
HA	CY208195	No	4	1701	H1N1	02/03/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4962/2016	
HA	CY208196	No	4	1701	H1N1	02/08/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4963/2016	
HA	CY208197	No	4	1701	H1N1	02/09/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4964/2016	
HA	CY208227	No	4	1701	H1N1	02/11/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4994/2016	
HA	CY208228	No	4	1701	H1N1	02/19/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4995/2016	
HA	CY208229	No	4	1701	H1N1	02/22/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/4996/2016	
HA	CY208284	No	4	1701	H1N1	02/17/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5051/2016	
HA	CY208285	No	4	1701	H1N1	02/23/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5052/2016	
HA	CY208333	No	4	1701	H1N1	03/07/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5100/2016	
HA	CY208334	No	4	1701	H1N1	03/04/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5101/2016	
HA	CY208418	No	4	1701	H1N1	02/26/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5185/2016	
HA	CY209761	No	4	1701	H1N1	03/10/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5276/2016	
HA	CY209762	No	4	1701	H1N1	03/09/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5277/2016	
HA	CY209763	No	4	1701	H1N1	03/08/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5278/2016	
HA	CY209843	No	4	1701	H1N1	03/22/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5358/2016	
HA	CY209844	No	4	1701	H1N1	03/24/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5359/2016	
HA	CY210002	No	4	1701	H1N1	03/09/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5431/2016	
HA	CY210003	No	4	1701	H1N1	03/11/2016	IRD:Human	USA	Alabama	15-16	A/Alabama/5432/2016	
HA	CY072074	No	4	1701	H1N1	03/05/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/115/2010(H1N1)	
HA	CY072075	No	4	1701	H1N1	03/10/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/119/2010(H1N1)	
HA	CY072076	No	4	1701	H1N1	03/15/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/140/2010(H1N1)	
HA	CY072077	No	4	1701	H1N1	03/13/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/143/2010(H1N1)	
HA	CY072078	No	4	1701	H1N1	03/22/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/166/2010(H1N1)	
HA	CY072079	No	4	1701	H1N1	03/24/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/171/2010(H1N1)	
HA	CY072080	No	4	1701	H1N1	03/26/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/201/2010(H1N1)	
HA	CY072081	No	4	1701	H1N1	03/31/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/266/2010(H1N1)	
HA	CY072082	No	4	1701	H1N1	03/02/2010	IRD:Human	Brazil	-N/A-	-N/A-	A/Alagoas/96/2010(H1N1)	
HA	KC781389	Yes	4	1701	H1N1	02/07/2010	IRD:Human	USA	Alaska	09-10	A/Alaska/01/2010	
HA	KC891337	No	4	1701	H1N1	03/14/2012	IRD:Human	USA	Alaska	11-12	A/Alaska/01/2012	
HA	KX406019	Yes	4	1752	H1N1	01/06/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/01/2016	
HA	KY044962	Yes	4	1752	H1N1	01/06/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/01/2016	
HA	KC882281	No	4	1701	H1N1	01/14/2011	IRD:Human	USA	Alaska	10-11	A/Alaska/02/2011	
HA	KC882298	No	4	1701	H1N1	01/14/2011	IRD:Human	USA	Alaska	10-11	A/Alaska/02/2011	
HA	KT274362	No	4	1701	H1N1	01/14/2014	IRD:Human	USA	Alaska	13-14	A/Alaska/02/2014	
HA	KX005970	Yes	4	1752	H1N1	01/07/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/02/2016	
HA	KM409104	No	4	1701	H1N1	02/01/2014	IRD:Human	USA	Alaska	13-14	A/Alaska/03/2014	
HA	KX406251	Yes	4	1752	H1N1	01/18/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/03/2016	
HA	GQ377035	No	4	1701	H1N1	05/2009	IRD:Human	USA	Alaska	08-09	A/Alaska/04/2009(H1N1)	
HA	KM409160	No	4	1701	H1N1	03/10/2014	IRD:Human	USA	Alaska	13-14	A/Alaska/04/2014	
HA	KC881752	No	4	1701	H1N1	01/24/2011	IRD:Human	USA	Alaska	10-11	A/Alaska/07/2011	
HA	KM408937	No	4	1701	H1N1	06/23/2013	IRD:Human	USA	Alaska	-N/A-	A/Alaska/07/2013	
HA	KM409187	No	4	1701	H1N1	04/18/2014	IRD:Human	USA	Alaska	13-14	A/Alaska/07/2014	
HA	KX406971	Yes	4	1753	H1N1	01/30/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/07/2016	
HA	CY222109	Yes	4	1752	H1N1	02/13/2017	IRD:Human	USA	Alaska	16-17	A/Alaska/07/2017	
HA	KC881746	No	4	1701	H1N1	01/14/2011	IRD:Human	USA	Alaska	10-11	A/Alaska/08/2011	
HA	KT274322	No	4	1701	H1N1	10/14/2013	IRD:Human	USA	Alaska	13-14	A/Alaska/08/2013	
HA	KX407667	Yes	4	1752	H1N1	02/07/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/08/2016	
HA	KC881955	No	4	1701	H1N1	02/06/2011	IRD:Human	USA	Alaska	10-11	A/Alaska/09/2011	
HA	KC881807	No	4	1701	H1N1	03/09/2011	IRD:Human	USA	Alaska	10-11	A/Alaska/11/2011	
HA	KY044774	No	4	1752	H1N1	02/15/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/11/2016	
HA	KC882016	No	4	1701	H1N1	04/05/2011	IRD:Human	USA	Alaska	10-11	A/Alaska/12/2011	
HA	KX918636	Yes	4	1752	H1N1	02/21/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/12/2016	
HA	KY044779	No	4	1753	H1N1	02/04/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/13/2016	
HA	KC881964	No	4	1701	H1N1	03/30/2011	IRD:Human	USA	Alaska	10-11	A/Alaska/14/2011	
HA	KY115790	Yes	4	1752	H1N1	2016	IRD:Human	USA	Alaska	-N/A-	A/Alaska/15/2016	
HA	KY115798	Yes	4	1752	H1N1	2016	IRD:Human	USA	Alaska	-N/A-	A/Alaska/16/2016	
HA	KX915604	Yes	4	1752	H1N1	04/23/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/17/2016	
HA	CY239577	Yes	4	1752	H1N1	06/24/2017	IRD:Human	USA	Alaska	-N/A-	A/Alaska/18/2017	
HA	KX915996	Yes	4	1752	H1N1	05/06/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/20/2016	
HA	KX915988	Yes	4	1752	H1N1	05/13/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/21/2016	
HA	KU509767	Yes	4	1701	H1N1	11/02/2015	IRD:Human	USA	Alaska	15-16	A/Alaska/263/2015	
HA	KX004699	Yes	4	1751	H1N1	11/02/2015	IRD:Human	USA	Alaska	15-16	A/Alaska/263/2015	
HA	KX004186	Yes	4	1752	H1N1	11/02/2015	IRD:Human	USA	Alaska	15-16	A/Alaska/263/2015	
HA	KC782220	No	4	1701	H1N1	07/08/2009	IRD:Human	USA	Alaska	08-09	A/Alaska/30/2009	
HA	KT274486	No	4	1701	H1N1	11/22/2013	IRD:Human	USA	Alaska	13-14	A/Alaska/30/2013	
HA	KT274347	No	4	1701	H1N1	12/16/2013	IRD:Human	USA	Alaska	13-14	A/Alaska/32/2013	
HA	KC781941	No	4	1701	H1N1	08/11/2009	IRD:Human	USA	Alaska	08-09	A/Alaska/33/2009	
HA	KT274349	No	4	1701	H1N1	12/30/2013	IRD:Human	USA	Alaska	13-14	A/Alaska/33/2013	
HA	KC781892	No	4	1701	H1N1	08/10/2009	IRD:Human	USA	Alaska	08-09	A/Alaska/34/2009	
HA	KC781588	No	4	1701	H1N1	09/04/2009	IRD:Human	USA	Alaska	08-09	A/Alaska/35/2009	
HA	CY163494	No	4	1701	H1N1	12/06/2013	IRD:Human	USA	Alaska	13-14	A/Alaska/3506/2013	
HA	CY187194	No	4	1701	H1N1	01/07/2014	IRD:Human	USA	Alaska	13-14	A/Alaska/3526/2014	
HA	CY187195	No	4	1701	H1N1	12/25/2013	IRD:Human	USA	Alaska	13-14	A/Alaska/3527/2013	
HA	CY187196	No	4	1701	H1N1	12/24/2013	IRD:Human	USA	Alaska	13-14	A/Alaska/3528/2013	
HA	KC781582	No	4	1701	H1N1	09/05/2009	IRD:Human	USA	Alaska	08-09	A/Alaska/36/2009	
HA	KF648140	No	4	1701	H1N1	12/28/2012	IRD:Human	USA	Alaska	12-13	A/Alaska/36/2012	
HA	KT836729	No	4	1701	H1N1	08/05/2014	IRD:Human	USA	Alaska	-N/A-	A/Alaska/36/2014	
HA	KT836816	No	4	1701	H1N1	08/05/2014	IRD:Human	USA	Alaska	-N/A-	A/Alaska/36/2014	
HA	KC782119	No	4	1701	H1N1	10/04/2009	IRD:Human	USA	Alaska	09-10	A/Alaska/37/2009	
HA	KU592821	Yes	4	1701	H1N1	09/03/2014	IRD:Human	USA	Alaska	-N/A-	A/Alaska/37/2014	
HA	KT836727	Yes	4	1701	H1N1	09/03/2014	IRD:Human	USA	Alaska	-N/A-	A/Alaska/37/2014	
HA	CY187638	No	4	1701	H1N1	02/14/2014	IRD:Human	USA	Alaska	13-14	A/Alaska/3720/2014	
HA	CY187639	No	4	1701	H1N1	02/14/2014	IRD:Human	USA	Alaska	13-14	A/Alaska/3721/2014	
HA	KC780106	Yes	4	1701	H1N1	09/11/2009	IRD:Human	USA	Alaska	08-09	A/Alaska/38/2009	
HA	KU592860	Yes	4	1701	H1N1	09/03/2014	IRD:Human	USA	Alaska	-N/A-	A/Alaska/38/2014	
HA	KT836731	Yes	4	1701	H1N1	09/03/2014	IRD:Human	USA	Alaska	-N/A-	A/Alaska/38/2014	
HA	KU592781	Yes	4	1701	H1N1	09/03/2014	IRD:Human	USA	Alaska	-N/A-	A/Alaska/38/2014	
HA	KU592859	Yes	4	1701	H1N1	09/03/2014	IRD:Human	USA	Alaska	-N/A-	A/Alaska/38/2014	
HA	KC780899	No	4	1701	H1N1	09/29/2009	IRD:Human	USA	Alaska	08-09	A/Alaska/39/2009	
HA	KC780964	No	4	1701	H1N1	10/01/2009	IRD:Human	USA	Alaska	09-10	A/Alaska/40/2009	
HA	KC781688	No	4	1701	H1N1	11/10/2009	IRD:Human	USA	Alaska	09-10	A/Alaska/43/2009	
HA	KC780346	No	4	1701	H1N1	11/17/2009	IRD:Human	USA	Alaska	09-10	A/Alaska/44/2009	
HA	KC780781	Yes	4	1701	H1N1	12/04/2009	IRD:Human	USA	Alaska	09-10	A/Alaska/47/2009	
HA	CY208335	No	4	1701	H1N1	02/24/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/5102/2016	
HA	CY208419	No	4	1701	H1N1	03/04/2016	IRD:Human	USA	Alaska	15-16	A/Alaska/5186/2016	
HA	MH083324	Yes	4	1752	H1N1	12/08/2017	IRD:Human	USA	Alaska	17-18	A/Alaska/80/2017	
HA	KF586747	No	4	1701	H1N1	03/01/2012	IRD:Human	Canada	-N/A-	11-12	A/Alberta/023/2012	
HA	KC842156	No	4	1701	H1N1	01/03/2011	IRD:Human	Iran	-N/A-	-N/A-	A/Alborz/5293/2011	
HA	KC842172	No	4	1701	H1N1	03/09/2011	IRD:Human	Iran	-N/A-	-N/A-	A/Alborz/5733/2011	
HA	KC842140	No	4	1701	H1N1	01/01/2011	IRD:Human	Iran	-N/A-	-N/A-	A/Alborz/99/2011	
HA	KY925199	Yes	4	1777	H1N1	08/12/2009	IRD:Human	Brazil	-N/A-	-N/A-	A/Alegrete/LACENRS-1453/2009	
HA	GQ485661	Yes	4	1738	H1N1	2009	IRD:Human	Kazakhstan	-N/A-	-N/A-	A/Almati/01/2009(H1N1)	
